member_id,interest_rate_clean,emp_length,verification_status,issue_date,loan_status,purpose,total_pymnt,recoveries
7420733,18.85,10+ years,Source Verified,01/07/2013,Fully Paid,medical,4464.77,0
20747930,18.24,8 years,Verified,01/06/2014,Current,debt_consolidation,6680.4,0
42503338,11.99,4 years,Verified,01/01/2015,Current,debt_consolidation,5952.82,0
71131550,14.48,,Verified,01/12/2015,Current,debt_consolidation,547.73,0
15148408,7.9,10+ years,Source Verified,01/03/2014,Current,credit_card,6571.11,0
62268894,21.99,3 years,Verified,01/08/2015,Current,debt_consolidation,1201.62,0
17302079,11.67,< 1 year,Source Verified,01/05/2014,Current,credit_card,9028.8,0
56207988,13.33,10+ years,Source Verified,01/06/2015,Current,credit_card,2260.71,0
1706367,10.16,4 years,Not Verified,01/08/2012,Fully Paid,debt_consolidation,10562.36,0
73294170,11.48,2 years,Source Verified,01/12/2015,Issued,credit_card,0,0
21017882,11.67,8 years,Not Verified,01/06/2014,Fully Paid,home_improvement,8735.68,0
46162074,14.65,8 years,Source Verified,01/03/2015,Current,debt_consolidation,7204.11,0
9420118,18.55,2 years,Source Verified,01/10/2013,Fully Paid,debt_consolidation,20109.53001,0
45921209,5.93,2 years,Not Verified,01/03/2015,Current,credit_card,1819.55,0
39111843,7.49,< 1 year,Not Verified,01/12/2014,Current,debt_consolidation,4034.94,0
33038949,9.17,1 year,Source Verified,01/10/2014,Current,debt_consolidation,2229.05,0
41271367,10.49,10+ years,Source Verified,01/01/2015,Fully Paid,credit_card,12713.61,0
45471807,7.89,2 years,Not Verified,01/03/2015,Current,debt_consolidation,1559.92,0
619504,6.76,3 years,Not Verified,01/02/2010,Fully Paid,educational,3688.4,0
1669382,14.09,10+ years,Source Verified,01/07/2012,Fully Paid,debt_consolidation,28981.9966,0
58993694,12.69,,Verified,01/07/2015,Current,debt_consolidation,2124.69,0
2631953,14.33,10+ years,Verified,01/11/2012,Fully Paid,debt_consolidation,9364.640468,0
14969925,17.57,2 years,Source Verified,01/03/2014,Fully Paid,home_improvement,17903.28,0
1442940,7.9,7 years,Not Verified,01/04/2012,Fully Paid,major_purchase,4505.081741,0
26187571,15.61,10+ years,Source Verified,01/08/2014,Fully Paid,credit_card,23484.51,0
51252240,13.33,3 years,Not Verified,01/06/2015,Current,credit_card,2351.33,0
48562589,25.8,4 years,Verified,01/04/2015,Current,home_improvement,9293.69,0
35843789,7.69,2 years,Not Verified,01/10/2014,Current,debt_consolidation,4794.42,0
6417917,23.63,10+ years,Verified,01/05/2013,Charged Off,debt_consolidation,17132.25,11.79
6506906,13.11,4 years,Not Verified,01/05/2013,Current,debt_consolidation,7532.38,0
12031276,10.99,4 years,Verified,01/01/2014,Current,credit_card,5119.8,0
62774881,12.69,10+ years,Source Verified,01/08/2015,Current,credit_card,2002.14,0
67848968,12.69,7 years,Source Verified,01/10/2015,Current,debt_consolidation,1556.96,0
61884668,25.78,< 1 year,Source Verified,01/08/2015,Current,debt_consolidation,3174.19,0
8723130,15.61,10+ years,Source Verified,01/09/2013,Charged Off,debt_consolidation,11090.61,3859.41
1643057,19.72,10+ years,Verified,01/07/2012,Current,debt_consolidation,22870.97,0
1988219,16.29,,Verified,01/04/2013,Charged Off,home_improvement,5343.05,939.37
757456,7.88,10+ years,Verified,01/10/2010,Fully Paid,car,11203.9,0
1081065,12.99,3 years,Not Verified,01/09/2011,Charged Off,debt_consolidation,9083.54,512.8
9887839,7.9,10+ years,Verified,01/11/2013,Current,credit_card,14079.88,0
2637913,7.9,< 1 year,Verified,01/11/2012,Charged Off,home_improvement,26818.24,205.88
12658192,16.99,7 years,Verified,01/01/2014,Current,credit_card,11429.85,0
25505940,14.99,4 years,Not Verified,01/08/2014,Current,debt_consolidation,2636.87,0
19856333,13.35,,Verified,01/07/2014,Current,debt_consolidation,5775.3,0
61008009,15.61,8 years,Verified,01/08/2015,Current,credit_card,1894.23,0
37728030,16.49,10+ years,Source Verified,01/11/2014,Current,debt_consolidation,7207.14,0
67782487,13.99,10+ years,Source Verified,01/10/2015,Current,credit_card,650.53,0
28811698,7.12,6 years,Not Verified,01/09/2014,Current,credit_card,5939.04,0
67758967,15.61,,Source Verified,01/10/2015,Current,credit_card,499.58,0
59631204,14.65,9 years,Verified,01/07/2015,Current,vacation,519.89,0
1044266,12.99,1 year,Not Verified,01/08/2011,Fully Paid,other,3621.065962,0
23564375,13.35,10+ years,Not Verified,01/07/2014,Fully Paid,debt_consolidation,10960.25,0
16753178,12.49,< 1 year,Source Verified,01/04/2014,Current,credit_card,8027.8,0
1750504,11.14,4 years,Source Verified,01/09/2012,Fully Paid,debt_consolidation,15588.8254,0
69313491,6.24,10+ years,Verified,01/11/2015,Current,other,1517.89,0
55356674,5.32,3 years,Source Verified,01/06/2015,Current,debt_consolidation,2627.69,0
51533195,9.99,7 years,Verified,01/05/2015,In Grace Period,debt_consolidation,5220.71,0
65601402,14.65,< 1 year,Verified,01/10/2015,Current,debt_consolidation,821.37,0
38769641,12.39,5 years,Source Verified,01/11/2014,Current,debt_consolidation,3034.71,0
42721853,8.19,10+ years,Not Verified,01/02/2015,Current,debt_consolidation,2758.12,0
6488362,21,5 years,Verified,01/06/2013,Charged Off,other,2474.04,1344.03
70050349,12.05,5 years,Source Verified,01/11/2015,Current,debt_consolidation,987.12,0
35112371,16.49,7 years,Verified,01/11/2014,Charged Off,debt_consolidation,4939.89,0
14408860,12.49,10+ years,Source Verified,01/03/2014,Fully Paid,debt_consolidation,14409.32,0
8083882,8.9,10+ years,Not Verified,01/08/2013,Current,major_purchase,6223.84,0
67517095,20.99,9 years,Verified,01/10/2015,Current,credit_card,483.99,0
54586952,7.89,9 years,Source Verified,01/06/2015,Current,debt_consolidation,4710.02,0
46536636,7.89,8 years,Not Verified,01/04/2015,Current,debt_consolidation,3021.85,0
4586728,10.16,10+ years,Not Verified,01/03/2013,Fully Paid,credit_card,32485.40401,0
25765982,16.29,,Verified,01/08/2014,Current,credit_card,4020.84,0
4418383,12.12,< 1 year,Verified,01/03/2013,Fully Paid,credit_card,11764.98776,0
46952274,8.18,3 years,Verified,01/04/2015,Current,credit_card,2815.31,0
71316433,7.89,9 years,Source Verified,01/12/2015,Current,credit_card,469.02,0
49934985,7.89,10+ years,Source Verified,01/05/2015,Current,debt_consolidation,2185.64,0
3420171,13.11,7 years,Verified,01/01/2013,Fully Paid,credit_card,34016.89473,0
8106893,9.71,5 years,Verified,01/08/2013,Current,credit_card,10715.19,0
58722704,9.99,10+ years,Source Verified,01/07/2015,Current,home_improvement,2653.23,0
27348927,13.35,2 years,Not Verified,01/08/2014,Current,credit_card,5526.53,0
240491,12.61,4 years,Not Verified,01/02/2008,Fully Paid,debt_consolidation,14921.58,0
65015625,12.29,7 years,Source Verified,01/10/2015,Fully Paid,debt_consolidation,6166.03,0
42223235,8.67,10+ years,Not Verified,01/01/2015,Current,debt_consolidation,1896.47,0
33910403,12.49,10+ years,Verified,01/10/2014,Current,debt_consolidation,3613.4,0
62980461,19.19,< 1 year,Not Verified,01/09/2015,Current,debt_consolidation,1812.26,0
26306325,7.49,4 years,Not Verified,01/01/2015,Current,credit_card,744.86,0
69958861,18.49,10+ years,Not Verified,01/11/2015,Current,home_improvement,944.29,0
7203971,15.31,10+ years,Verified,01/06/2013,Fully Paid,credit_card,15096.98,0
50750075,5.93,1 year,Verified,01/05/2015,Fully Paid,credit_card,28837.99,0
71310828,12.88,2 years,Source Verified,01/12/2015,Issued,credit_card,0,0
2420302,10.16,5 years,Not Verified,01/11/2012,Fully Paid,wedding,4657.296283,0
30064205,12.99,,Verified,01/09/2014,Current,medical,6222.01,0
58690732,5.32,10+ years,Source Verified,01/07/2015,Fully Paid,debt_consolidation,25615.37,0
651773,19.79,2 years,Not Verified,01/04/2010,Does not meet the,moving,9090.35,7315.49
71277074,11.99,2 years,Source Verified,01/12/2015,Current,debt_consolidation,1173.99,0
32518007,12.99,6 years,Source Verified,01/10/2014,Current,debt_consolidation,3527.35,0
70019829,12.05,10+ years,Source Verified,01/11/2015,Current,debt_consolidation,2105.84,0
10877194,13.67,10+ years,Verified,01/12/2013,Current,debt_consolidation,3826.84,0
3408571,15.8,10+ years,Verified,01/01/2013,Fully Paid,debt_consolidation,18931.4784,0
15011054,12.49,10+ years,Verified,01/04/2014,Fully Paid,credit_card,31775.18,0
70298473,12.05,3 years,Source Verified,01/11/2015,Current,credit_card,39.09,0
26427818,12.49,< 1 year,Verified,01/08/2014,Current,credit_card,6458.66,0
765556,14.84,10+ years,Verified,01/10/2010,Charged Off,medical,1567.02,0
24636368,13.35,10+ years,Not Verified,01/07/2014,Current,debt_consolidation,6332.5,0
67790371,14.65,10+ years,Not Verified,01/10/2015,Current,debt_consolidation,1159.99,0
9266836,12.99,10+ years,Source Verified,01/10/2013,Fully Paid,credit_card,3088.241988,0
18393774,18.24,10+ years,Source Verified,01/05/2014,Charged Off,debt_consolidation,4422.06,2273.96
51924436,13.99,6 years,Not Verified,01/05/2015,Current,debt_consolidation,2044.57,0
43225045,11.44,< 1 year,Not Verified,01/02/2015,Current,debt_consolidation,2532.59,0
13887201,12.99,10+ years,Not Verified,01/02/2014,Fully Paid,debt_consolidation,16519.01,0
27268319,8.39,< 1 year,Not Verified,01/08/2014,Current,other,1553.8,0
53442625,9.17,5 years,Source Verified,01/05/2015,Current,car,2180.7,0
6333025,12.12,3 years,Source Verified,01/05/2013,Current,home_improvement,9553.59,0
13888764,14.16,1 year,Not Verified,01/02/2014,Current,debt_consolidation,8666.68,0
1814452,13.11,1 year,Verified,01/09/2012,Charged Off,debt_consolidation,7071.49,2011.09
33479130,15.61,< 1 year,Source Verified,01/10/2014,In Grace Period,credit_card,4377.03,0
12679416,20.5,10+ years,Verified,01/01/2014,Current,debt_consolidation,8621.09,0
67770471,16.99,< 1 year,Source Verified,01/10/2015,Current,debt_consolidation,956.14,0
43328358,6.49,3 years,Source Verified,01/02/2015,Current,debt_consolidation,2018.24,0
52205360,7.26,1 year,Verified,01/05/2015,Current,debt_consolidation,6920.61,0
51320124,17.57,10+ years,Verified,01/05/2015,Current,debt_consolidation,3004.64,0
42573182,11.44,6 years,Source Verified,01/01/2015,Fully Paid,debt_consolidation,10783.51,0
14847681,17.57,10+ years,Not Verified,01/03/2014,Fully Paid,other,2739.451986,0
51582971,15.61,6 years,Not Verified,01/05/2015,Current,debt_consolidation,2676.2,0
68138131,6.89,10+ years,Not Verified,01/11/2015,Current,debt_consolidation,612.71,0
63703323,13.99,10+ years,Source Verified,01/09/2015,Current,credit_card,2104.78,0
4590377,19.72,10+ years,Source Verified,01/03/2013,Current,car,6265.39,0
9329785,9.99,10+ years,Not Verified,01/10/2013,Fully Paid,debt_consolidation,14317.99097,0
67270315,18.25,10+ years,Source Verified,01/10/2015,Current,debt_consolidation,800.74,0
46262148,11.53,10+ years,Not Verified,01/04/2015,Current,credit_card,4337.28,0
24705592,11.67,10+ years,Verified,01/07/2014,Fully Paid,credit_card,32066.85,0
58840100,13.99,10+ years,Verified,01/07/2015,Current,debt_consolidation,2082.04,0
5318960,11.14,3 years,Not Verified,01/04/2013,Fully Paid,credit_card,5778.654319,0
727473,10.75,4 years,Verified,01/08/2010,Fully Paid,debt_consolidation,16144.08,0
70334439,7.26,10+ years,Source Verified,01/11/2015,Current,home_improvement,227.94,0
70255248,12.59,3 years,Not Verified,01/11/2015,Current,home_improvement,605.05,0
15630170,9.67,2 years,Not Verified,01/04/2014,Current,debt_consolidation,7499.42,0
28570590,10.99,10+ years,Source Verified,01/09/2014,Current,debt_consolidation,10998.72,0
46726917,14.65,5 years,Verified,01/03/2015,Current,debt_consolidation,3715.69,0
30835894,10.15,1 year,Source Verified,01/10/2014,Fully Paid,debt_consolidation,22652.24,0
1829328,18.75,5 years,Not Verified,01/10/2012,Charged Off,debt_consolidation,18677.12,11.68
11049450,11.99,9 years,Not Verified,01/12/2013,Fully Paid,debt_consolidation,7923.145336,0
13837201,9.67,9 years,Not Verified,01/02/2014,Fully Paid,debt_consolidation,15477.96,0
71319209,9.76,10+ years,Verified,01/12/2015,Current,home_improvement,124.28,0
3467627,12.12,9 years,Verified,01/01/2013,Fully Paid,debt_consolidation,13734.88321,0
70538688,17.86,,Verified,01/12/2015,Current,debt_consolidation,243.26,0
5012686,6.62,10+ years,Source Verified,01/09/2013,Fully Paid,debt_consolidation,15792.74266,0
34180992,16.29,2 years,Source Verified,01/10/2014,Current,debt_consolidation,4195.85,0
14431184,14.64,8 years,Verified,01/03/2014,Fully Paid,debt_consolidation,5529.96,0
905628,17.14,10+ years,Verified,01/04/2011,Charged Off,debt_consolidation,16479.03,1222.95
778758,6.17,10+ years,Not Verified,01/11/2010,Fully Paid,debt_consolidation,8094.712186,0
65450258,7.26,4 years,Verified,01/10/2015,Current,debt_consolidation,893.6,0
21648877,20.2,< 1 year,Source Verified,01/07/2014,Current,credit_card,6082.02,0
157597,10.59,10+ years,Not Verified,01/12/2007,Does not meet the,house,4624.94,0
20817671,7.69,2 years,Not Verified,01/06/2014,Current,credit_card,4741.45,0
44807082,13.33,2 years,Source Verified,01/03/2015,In Grace Period,small_business,1542.13,0
24766087,15.61,5 years,Source Verified,01/07/2014,Fully Paid,medical,13169.11,0
4437009,19.05,9 years,Source Verified,01/03/2013,Charged Off,credit_card,1329.7,0
1578797,16.29,7 years,Not Verified,01/06/2012,Fully Paid,debt_consolidation,15164.80627,0
59349220,17.57,10+ years,Source Verified,01/07/2015,Current,other,3749.66,0
53824833,12.29,7 years,Source Verified,01/06/2015,Current,credit_card,1950.77,0
689013,14.35,< 1 year,Not Verified,01/06/2010,Fully Paid,debt_consolidation,4694.66,0
64254058,11.53,3 years,Source Verified,01/09/2015,Current,home_improvement,1287.6,0
71846195,5.32,4 years,Source Verified,01/12/2015,Current,debt_consolidation,238.56,0
55389013,6.24,,Verified,01/06/2015,Current,major_purchase,512.13,0
57609368,12.69,1 year,Not Verified,01/07/2015,Current,debt_consolidation,1255.39,0
8102842,16.78,1 year,Verified,01/08/2013,Current,debt_consolidation,10749.92,0
23041796,10.99,3 years,Not Verified,01/07/2014,Late (31-120 days),credit_card,10072.38,0
2743788,8.9,,Verified,01/12/2012,Fully Paid,debt_consolidation,16003.59314,0
35113525,13.98,5 years,Source Verified,01/10/2014,Current,debt_consolidation,5440.97,0
29022540,19.52,7 years,Verified,01/10/2014,Current,debt_consolidation,12982.65,0
70641568,11.99,5 years,Not Verified,01/12/2015,Current,small_business,162.72,0
38469224,11.44,10+ years,Not Verified,01/11/2014,Current,credit_card,3849.17,0
37827781,8.67,10+ years,Source Verified,01/11/2014,Current,credit_card,9825.01,0
51743397,9.17,6 years,Source Verified,01/05/2015,Current,debt_consolidation,4886.86,0
54248829,8.18,4 years,Source Verified,01/06/2015,Current,credit_card,4389.64,0
63137863,6.24,2 years,Verified,01/08/2015,Current,credit_card,730.68,0
23883785,14.99,4 years,Verified,01/08/2014,Current,home_improvement,6065.26,0
10441696,17.76,1 year,Not Verified,01/12/2013,Current,debt_consolidation,4008.69,0
10878542,8.9,1 year,Not Verified,01/11/2013,Current,debt_consolidation,14287.08,0
70428732,7.26,4 years,Verified,01/12/2015,Current,debt_consolidation,342.64,0
16971672,8.9,,Verified,01/05/2014,Fully Paid,debt_consolidation,11014.33,0
13620811,8.9,< 1 year,Verified,01/02/2014,Fully Paid,debt_consolidation,16006.65,0
1715203,15.31,10+ years,Verified,01/08/2012,Fully Paid,debt_consolidation,14617.64784,0
61885067,12.69,4 years,Source Verified,01/08/2015,Current,debt_consolidation,1162,0
42253648,11.99,10+ years,Source Verified,01/01/2015,Current,credit_card,4774.25,0
19535763,10.15,1 year,Source Verified,01/05/2014,Current,debt_consolidation,13517.17,0
61360882,13.33,1 year,Source Verified,01/08/2015,Current,other,922.85,0
69918994,18.99,8 years,Source Verified,01/11/2015,Current,house,992.73,0
30145108,14.99,10+ years,Not Verified,01/09/2014,Current,debt_consolidation,2662.08,0
1613215,20.5,< 1 year,Verified,01/07/2012,Current,other,26588.64,0
66343134,15.61,5 years,Source Verified,01/10/2015,Current,credit_card,2847.22,0
69525808,11.22,10+ years,Not Verified,01/12/2015,Current,debt_consolidation,346.18,0
589075,11.83,5 years,Not Verified,01/12/2009,Fully Paid,other,5958.86,0
71246642,19.99,4 years,Verified,01/12/2015,Current,debt_consolidation,0,0
53826989,6.89,,Source Verified,01/06/2015,Current,credit_card,4308.12,0
65656847,13.33,10+ years,Source Verified,01/10/2015,Current,credit_card,2018.61,0
735422,14.84,3 years,Verified,01/09/2010,Fully Paid,wedding,24888.11,0
35845381,11.99,5 years,Source Verified,01/11/2014,Current,debt_consolidation,3017.85,0
11558141,12.85,8 years,Verified,01/12/2013,Fully Paid,debt_consolidation,7004.36,0
48452155,18.25,1 year,Verified,01/04/2015,In Grace Period,credit_card,4870.25,0
1580155,15.81,8 years,Not Verified,01/06/2012,Fully Paid,debt_consolidation,17954.75,0
795078,12.98,3 years,Not Verified,01/12/2010,Fully Paid,other,5289.46,0
58799543,21.99,10+ years,Verified,01/07/2015,Current,debt_consolidation,3014.71,0
7031312,17.27,4 years,Verified,01/06/2013,Current,debt_consolidation,7762.6,0
8448915,12.35,4 years,Verified,01/08/2013,Charged Off,credit_card,4596.26,2596.7
20647365,12.49,10+ years,Source Verified,01/06/2014,Fully Paid,debt_consolidation,11515.74,0
1782309,7.9,10+ years,Source Verified,01/09/2012,Fully Paid,debt_consolidation,13516.76098,0
64353940,15.61,< 1 year,Verified,01/09/2015,Current,credit_card,3375.6,0
54766269,15.61,2 years,Verified,01/06/2015,Fully Paid,debt_consolidation,9367.41,0
66542230,14.65,10+ years,Source Verified,01/10/2015,Current,car,102.69,0
3984380,11.14,2 years,Not Verified,01/02/2013,Current,debt_consolidation,22963.85,0
16653157,14.64,,Source Verified,01/05/2014,Fully Paid,debt_consolidation,6315.82,0
57824797,16.55,5 years,Source Verified,01/08/2015,Current,credit_card,929.6,0
34430947,15.61,10+ years,Verified,01/10/2014,Current,debt_consolidation,11784.25,0
9338114,23.1,10+ years,Verified,01/10/2013,Current,debt_consolidation,16171.6,0
70561526,18.99,2 years,Verified,01/12/2015,Issued,major_purchase,0,0
12567270,19.22,10+ years,Verified,01/01/2014,Current,debt_consolidation,17716.27,0
50499173,11.53,10+ years,Source Verified,01/05/2015,Current,debt_consolidation,1783.74,0
12002588,13.53,5 years,Verified,01/01/2014,Fully Paid,small_business,16860.64,0
49950574,10.99,2 years,Source Verified,01/05/2015,Current,debt_consolidation,5225.23,0
43367504,14.31,1 year,Verified,01/02/2015,Current,debt_consolidation,6377.65,0
68459363,13.67,8 years,Verified,01/11/2015,Current,debt_consolidation,629.4,0
